STO DATABASE;BRANCH DATABASE;REGION SAP;AREA DATABASE;INCIDENT;TTR CUSTOMER;SUMMARY;REPORTED DATE;OWNER GROUP;OWNER;CUSTOMER SEGMENT;SERVICE TYPE;WITEL;WORKZONE;STATUS;STATUS DATE;TICKET ID GAMAS;REPORTED BY;CONTACT PHONE;CONTACT NAME;CONTACT EMAIL;BOOKING DATE;DESCRIPTION ASSIGMENT;REPORTED PRIORITY;SOURCE TICKET;SUBSIDIARY;EXTERNAL TICKET ID;CHANNEL;CUSTOMER TYPE;CLOSED BY;CLOSED / REOPEN by;CUSTOMER ID;CUSTOMER NAME;SERVICE ID;SERVICE NO;SLG;TECHNOLOGY;LAPUL;GAUL;ONU RX;PENDING REASON;DATEMODIFIED;INCIDENT DOMAIN;REGION;SYMPTOM;HIERARCHY PATH;SOLUTION;DESCRIPTION ACTUAL SOLUTION;KODE PRODUK;PERANGKAT;TECHNICIAN;DEVICE NAME;WORKLOG SUMMARY;LAST UPDATE WORKLOG;CLASSIFICATION FLAG;REALM;RELATED TO GAMAS;TSC RESULT;SCC RESULT;TTR AGENT;TTR MITRA;TTR NASIONAL;TTR PENDING;TTR REGION;TTR WITEL;TTR END TO END;NOTE;GUARANTE STATUS;RESOLVE DATE;SN ONT;TIPE ONT;MANUFACTURE ONT;IMPACTED SITE;CAUSE;RESOLUTION;NOTES ESKALASI;RK INFORMATION;EXTERNAL TICKET TIER 3;CUSTOMER CATEGORY;CLASSIFICATION PATH;TERITORY NEAR END;TERITORY FAR END;URGENCY;URGENCY DESCRIPTION
SWE;MATARAM;BALNUS;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BGE455 BILLING Metro-E;;;;;;;;;;;
TET;MATARAM;BALNUS;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BGE189 BILLING Metro-E;;;;;;;;;;;
TLW;MATARAM;BALNUS;AREA 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEP;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
AGN;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 2;;;;;;;;;;;
BAM;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BGE455,BGE189;;;;;;;;;;;
BRU;BALIKPAPAN;KALBAGTIM;AREA 4;INC47675156;11.14.20;TSEL_METRO_BGE189_MATIO_GPON01-D1-BLG-2_LOW_DOWN_REGTSEL1;31/03/26 08.18;TIF ASR NON FBB DISTRICT PEMATANGSIANTAR;18960008;DWS;SITE;SUMUT;BLG;BACKEND;31/03/26 08.48;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00000268;56;;;;C3700008;TELEKOMUNIKASI SELULAR;PMR849;PMR849;;;;0;;;31/03/26 19.33;;REG-1;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;25050168;;/Pengemalan jc kedua 48 core selesai;2026-03-31 18:13:42.544;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.03.35;00.00.00;00.00.00;00.00.00;11.14.20;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
BTK;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
GSA;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
KBG;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
KJN;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
KNA;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[BGE189];;;;;;;;;;;
KRO;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KTB;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BGE189 BILLING Metro-E;;;;;;;;;;;
LAB;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIK;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
MBD;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
MGG;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BGE189;;;;;;;;;;;
MJW;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Take out :;;;;;;;;;;;
MKM;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PMR849 up;;;;;;;;;;;
MLA;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PMR677 alarm power;;;;;;;;;;;
PNJ;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PMS392 up;;;;;;;;;;;
PTG;BALIKPAPAN;KALBAGTIM;AREA 4;INC47674460;11.38.03;TSEL_SATELITE_WAM010_KOBAKMA_VIAS_SW-D7-KOBAGMA-PRTIM-4_MINOR_DOWN_REGTSEL11;31/03/26 07.54;TIF ASR NON FBB DISTRICT JAYAPURA;;DWS;SITE;PAPUA;WAM;BACKEND;31/03/26 08.25;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;;;CUSTOMER;;IM-20260331-00000402;56;;;;C3700008;TELEKOMUNIKASI SELULAR;WAM010;WAM010;;;;5;;;31/03/26 19.33;TSEL - TELKOMSEL - ISP TSEL;REG-7;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;TELKOMSEL TELKOM - UNKNOWN - NO ACTION;;;16974550;;Update Info;2026-03-31 19:18:57.89;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.11.57;00.00.00;00.00.00;00.00.00;11.39.12;;;31/03/26 08.22;;;;Jumlah Site:1;RFO : HU layanan kembali normal, no action dari team squat, terindikasi problem disisi perangkat layanan;RFO : HU layanan kembali normal, no action dari team squat, terindikasi problem disisi perangkat layanan;;;;;C_CONN_TSEL_001_001_001;;WAM;3;Medium
SAN;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
SKU;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
TGG;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
TNG;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
TSN;BALIKPAPAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[WAM010];;;;;;;;;;;
BLN;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET : SATELLITE;;;;;;;;;;;
KOB;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAM010 BILLING Metro-E;;;;;;;;;;;
LKT;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LMP;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOB;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAA;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLL;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBR;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEM;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGK;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMR;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STT;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMD;SAMARINDA;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JWT;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LNN;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MLN;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NNK;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNY;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAJ;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TBY;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TLA;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TPE;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRD;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRK;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TSL;TARAKAN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMT;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BBR;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJM;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BLC;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRI;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BTB;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMB;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KDG;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIP;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPL;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KYG;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUL;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRB;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTP;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGN;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGT;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLE;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTA;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SER;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STI;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TJL;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKI;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRJ;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ULI;BANJARMASIN;KALBAGTIM;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMP;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BNT;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KKN;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KKP;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRI;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KSO;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTW;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PLK;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPS;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRC;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PYM;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TML;PALANGKARAYA;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HNU;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KKU;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KKY;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KMI;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPB;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KTP;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWN;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LMD;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBU;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEA;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAD;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAI;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUA;PANGKALAN BUN;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANJ;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDO;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIG;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BKY;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAW;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MPW;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGG;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NPN;PONTIANAK;KALBAGBAR;AREA 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
